code,manufacturer,description,type,locale,is_generic,source_file
P0311,GENERIC,Cylinder 11 Misfire Detected,P,en,1,p_codes
P0312,GENERIC,Cylinder 12 Misfire Detected,P,en,1,p_codes
P0313,GENERIC,Misfire Detected With Low Fuel,P,en,1,p_codes
P0314,GENERIC,Single Cylinder Misfire (Cylinder not Specified),P,en,1,p_codes
P0315,GENERIC,Crankshaft Position System Variation Not Learned,P,en,1,p_codes
P0316,GENERIC,Engine Misfire Detected on Startup (First 1000 Revolutions),P,en,1,p_codes
P0317,GENERIC,Rough Road Hardware Not Present,P,en,1,p_codes
P0318,GENERIC,Rough Road Sensor A Signal Circuit,P,en,1,p_codes
P0319,GENERIC,Rough Road Sensor B Signal Circuit,P,en,1,p_codes
P031A,GENERIC,Ignition C Control Signal Circuit/Open,P,en,1,p_codes
P031B,GENERIC,Ignition C Control Signal Circuit Low,P,en,1,p_codes
P031C,GENERIC,Ignition C Control Signal Circuit High,P,en,1,p_codes
P031D,GENERIC,Ignition D Control Signal Circuit/Open,P,en,1,p_codes
P031E,GENERIC,Ignition D Control Signal Circuit Low,P,en,1,p_codes
P031F,GENERIC,Ignition D Control Signal Circuit High,P,en,1,p_codes
P0320,GENERIC,Ignition/Distributor Engine Speed Input Circuit,P,en,1,p_codes
P0321,GENERIC,Ignition/Distributor Engine Speed Input Circuit Range/Performance,P,en,1,p_codes
P0322,GENERIC,Ignition/Distributor Engine Speed Input Circuit No Signal,P,en,1,p_codes
P0323,GENERIC,Ignition/Distributor Engine Speed Input Circuit Intermittent,P,en,1,p_codes
P0324,GENERIC,Knock/Combustion Vibration Control System Error,P,en,1,p_codes
P0325,GENERIC,Knock/Combustion Vibration Sensor A Circuit,P,en,1,p_codes
P0326,GENERIC,Knock/Combustion Vibration Sensor A Circuit Range/Performance,P,en,1,p_codes
P0327,GENERIC,Knock/Combustion Vibration Sensor A Circuit Low,P,en,1,p_codes
P0328,GENERIC,Knock/Combustion Vibration Sensor A Circuit High,P,en,1,p_codes
P0329,GENERIC,Knock/Combustion Vibration Sensor A Circuit Intermittent,P,en,1,p_codes
P032A,GENERIC,Knock/Combustion Vibration Sensor C Circuit,P,en,1,p_codes
P032B,GENERIC,Knock/Combustion Vibration Sensor C Circuit Range/Performance,P,en,1,p_codes
P032C,GENERIC,Knock/Combustion Vibration Sensor C Circuit Low,P,en,1,p_codes
P032D,GENERIC,Knock/Combustion Vibration Sensor C Circuit High,P,en,1,p_codes
P032E,GENERIC,Knock/Combustion Vibration Sensor C Circuit Intermittent,P,en,1,p_codes
P032F,GENERIC,Combustion Engine Producing Insufficent Torque,P,en,1,p_codes
P0330,GENERIC,Knock/Combustion Vibration Sensor B Circuit,P,en,1,p_codes
P0331,GENERIC,Knock/Combustion Vibration Sensor B Circuit Range/Performance,P,en,1,p_codes
P0332,GENERIC,Knock/Combustion Vibration Sensor B Circuit Low,P,en,1,p_codes
P0333,GENERIC,Knock/Combustion Vibration Sensor B Circuit High,P,en,1,p_codes
P0334,GENERIC,Knock/Combustion Vibration Sensor B Circuit Intermittent,P,en,1,p_codes
P0335,GENERIC,Crankshaft Position Sensor A Circuit,P,en,1,p_codes
P0336,GENERIC,Crankshaft Position Sensor A Circuit Range/Performance,P,en,1,p_codes
P0337,GENERIC,Crankshaft Position Sensor A Circuit Low,P,en,1,p_codes
P0338,GENERIC,Crankshaft Position Sensor A Circuit High,P,en,1,p_codes
P0339,GENERIC,Crankshaft Position Sensor A Circuit Intermittent,P,en,1,p_codes
P033A,GENERIC,Knock/Combustion Vibration Sensor D Circuit,P,en,1,p_codes
P033B,GENERIC,Knock/Combustion Vibration Sensor D Circuit Range/Performance,P,en,1,p_codes
P033C,GENERIC,Knock/Combustion Vibration Sensor D Circuit Low,P,en,1,p_codes
P033D,GENERIC,Knock/Combustion Vibration Sensor D Circuit High,P,en,1,p_codes
P033E,GENERIC,Knock/Combustion Vibration Sensor D Circuit Intermittent,P,en,1,p_codes
P033F,GENERIC,Crankshaft/Camshaft Loss Of Synchronization,P,en,1,p_codes
P0340,GENERIC,Camshaft Position Sensor A Circuit Bank 1 or Single Sensor,P,en,1,p_codes
P0341,GENERIC,Camshaft Position Sensor A Circuit Range/Performance Bank 1 or Single Sensor,P,en,1,p_codes
P0342,GENERIC,Camshaft Position Sensor A Circuit Low Bank 1 or Single Sensor,P,en,1,p_codes
P0343,GENERIC,Camshaft Position Sensor A Circuit High Bank 1 or Single Sensor,P,en,1,p_codes
P0344,GENERIC,Camshaft Position Sensor A Circuit Intermittent Bank 1 or Single Sensor,P,en,1,p_codes
P0345,GENERIC,Camshaft Position Sensor A Circuit Bank 2,P,en,1,p_codes
P0346,GENERIC,Camshaft Position Sensor A Circuit Range/Performance Bank 2,P,en,1,p_codes
P0347,GENERIC,Camshaft Position Sensor A Circuit Low Bank 2,P,en,1,p_codes
P0348,GENERIC,Camshaft Position Sensor A Circuit High Bank 2,P,en,1,p_codes
P0349,GENERIC,Camshaft Position Sensor A Circuit Intermittent Bank 2,P,en,1,p_codes
P034A,GENERIC,Crankshaft Position Sensor - Crankshaft Start Position Incorrect,P,en,1,p_codes
P034B,GENERIC,Crankshaft Position Sensor - Crankshaft Direction Incorrect,P,en,1,p_codes
P034C,GENERIC,Ion Sense System Performance,P,en,1,p_codes
P0350,GENERIC,Ignition Coil Primary/Secondary Circuit/Open,P,en,1,p_codes
P0351,GENERIC,Ignition Coil A Primary Control Circuit/Open,P,en,1,p_codes
P0352,GENERIC,Ignition Coil B Primary Control Circuit/Open,P,en,1,p_codes
P0353,GENERIC,Ignition Coil C Primary Control Circuit/Open,P,en,1,p_codes
P0354,GENERIC,Ignition Coil D Primary Control Circuit/Open,P,en,1,p_codes
P0355,GENERIC,Ignition Coil E Primary Control Circuit/Open,P,en,1,p_codes
P0356,GENERIC,Ignition Coil F Primary Control Circuit/Open,P,en,1,p_codes
P0357,GENERIC,Ignition Coil G Primary Control Circuit/Open,P,en,1,p_codes
P0358,GENERIC,Ignition Coil H Primary Control Circuit/Open,P,en,1,p_codes
P0359,GENERIC,Ignition Coil I Primary Control Circuit/Open,P,en,1,p_codes
P035A,GENERIC,Ignition E Control Signal Circuit/Open,P,en,1,p_codes
P035B,GENERIC,Ignition E Control Signal Circuit Low,P,en,1,p_codes
P035C,GENERIC,Ignition E Control Signal Circuit High,P,en,1,p_codes
P035D,GENERIC,Ignition F Control Signal Circuit/Open,P,en,1,p_codes
P035E,GENERIC,Ignition F Control Signal Circuit Low,P,en,1,p_codes
P035F,GENERIC,Ignition F Control Signal Circuit High,P,en,1,p_codes
P0360,GENERIC,Ignition Coil J Primary Control Circuit/Open,P,en,1,p_codes
P0361,GENERIC,Ignition Coil K Primary Control Circuit/Open,P,en,1,p_codes
P0362,GENERIC,Ignition Coil L Primary Control Circuit/Open,P,en,1,p_codes
P0363,GENERIC,Misfire Detected - Fueling Disabled,P,en,1,p_codes
P0364,GENERIC,DC/AC Converter Control Module Control Circuit Range/Performance,P,en,1,p_codes
P0365,GENERIC,Camshaft Position Sensor B Circuit Bank 1,P,en,1,p_codes
P0366,GENERIC,Camshaft Position Sensor B Circuit Range/Performance Bank 1,P,en,1,p_codes
P0367,GENERIC,Camshaft Position Sensor B Circuit Low Bank 1,P,en,1,p_codes
P0368,GENERIC,Camshaft Position Sensor B Circuit High Bank 1,P,en,1,p_codes
P0369,GENERIC,Camshaft Position Sensor B Circuit Intermittent Bank 1,P,en,1,p_codes
P036A,GENERIC,Ignition G Control Signal Circuit/Open,P,en,1,p_codes
P036B,GENERIC,Ignition G Control Signal Circuit Low,P,en,1,p_codes
P036C,GENERIC,Ignition G Control Signal Circuit High,P,en,1,p_codes
P036D,GENERIC,Ignition H Control Signal Circuit/Open,P,en,1,p_codes
P036E,GENERIC,Ignition H Control Signal Circuit Low,P,en,1,p_codes
P036F,GENERIC,Ignition H Control Signal Circuit High,P,en,1,p_codes
P0370,GENERIC,Timing Reference High Resolution Signal A,P,en,1,p_codes
P0371,GENERIC,Timing Reference High Resolution Signal A Too Many Pulses,P,en,1,p_codes
P0372,GENERIC,Timing Reference High Resolution Signal A Too Few Pulses,P,en,1,p_codes
P0373,GENERIC,Timing Reference High Resolution Signal A Intermittent/Erratic Pulses,P,en,1,p_codes
P0374,GENERIC,Timing Reference High Resolution Signal A No Pulses,P,en,1,p_codes
P0375,GENERIC,Timing Reference High Resolution Signal B,P,en,1,p_codes
P0376,GENERIC,Timing Reference High Resolution Signal B Too Many Pulses,P,en,1,p_codes
P0377,GENERIC,Timing Reference High Resolution Signal B Too Few Pulses,P,en,1,p_codes
P0378,GENERIC,Timing Reference High Resolution Signal B Intermittent/Erratic Pulses,P,en,1,p_codes
P0379,GENERIC,Timing Reference High Resolution Signal B No Pulses,P,en,1,p_codes
P037A,GENERIC,Glow Plug/Heater Indicator Control Circuit Low,P,en,1,p_codes
P037B,GENERIC,Glow Plug/Heater Indicator Control Circuit High,P,en,1,p_codes
P037C,GENERIC,Cold Start Camshaft Profile System Performance,P,en,1,p_codes
P037D,GENERIC,Glow Plug Sense Circuit,P,en,1,p_codes
P037E,GENERIC,Glow Plug Sense Circuit Low,P,en,1,p_codes
P037F,GENERIC,Glow Plug Sense Circuit High,P,en,1,p_codes
P0380,GENERIC,Glow Plug/Heater Circuit A,P,en,1,p_codes
P0381,GENERIC,Glow Plug/Heater Indicator Control Circuit/Open,P,en,1,p_codes
P0382,GENERIC,Glow Plug/Heater Circuit B,P,en,1,p_codes
P0383,GENERIC,Glow Plug Control Module 1 Control Circuit Low,P,en,1,p_codes
P0384,GENERIC,Glow Plug Control Module 1 Control Circuit High,P,en,1,p_codes
P0385,GENERIC,Crankshaft Position Sensor B Circuit,P,en,1,p_codes
P0386,GENERIC,Crankshaft Position Sensor B Circuit Range/Performance,P,en,1,p_codes
P0387,GENERIC,Crankshaft Position Sensor B Circuit Low,P,en,1,p_codes
P0388,GENERIC,Crankshaft Position Sensor B Circuit High,P,en,1,p_codes
P0389,GENERIC,Crankshaft Position Sensor B Circuit Intermittent,P,en,1,p_codes
P038A,GENERIC,Ignition I Control Signal Circuit/Open,P,en,1,p_codes
P038B,GENERIC,Ignition I Control Signal Circuit Low,P,en,1,p_codes
P038C,GENERIC,Ignition I Control Signal Circuit High,P,en,1,p_codes
P038D,GENERIC,Ignition J Control Signal Circuit/Open,P,en,1,p_codes
P038E,GENERIC,Ignition J Control Signal Circuit Low,P,en,1,p_codes
P038F,GENERIC,Ignition J Control Signal Circuit High,P,en,1,p_codes
P0390,GENERIC,Camshaft Position Sensor B Circuit Bank 2,P,en,1,p_codes
P0391,GENERIC,Camshaft Position Sensor B Circuit Range/Performance Bank 2,P,en,1,p_codes
P0392,GENERIC,Camshaft Position Sensor B Circuit Low Bank 2,P,en,1,p_codes
P0393,GENERIC,Camshaft Position Sensor B Circuit High Bank 2,P,en,1,p_codes
P0394,GENERIC,Camshaft Position Sensor B Circuit Intermittent Bank 2,P,en,1,p_codes
P0395,GENERIC,Cylinder 1 Pressure Sensor Circuit,P,en,1,p_codes
P0396,GENERIC,Cylinder 1 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P0397,GENERIC,Cylinder 1 Pressure Sensor Circuit Low,P,en,1,p_codes
P0398,GENERIC,Cylinder 1 Pressure Sensor Circuit High,P,en,1,p_codes
P0399,GENERIC,Cylinder 1 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P039A,GENERIC,Cylinder 1 Pressure Too Low,P,en,1,p_codes
P039B,GENERIC,Cylinder 1 Pressure Too High,P,en,1,p_codes
P039C,GENERIC,Cylinder 1 Pressure Variation Low,P,en,1,p_codes
P039D,GENERIC,Cylinder 1 Pressure Variation High,P,en,1,p_codes
P039E,GENERIC,Cylinder 1 Combustion Performance,P,en,1,p_codes
P039F,GENERIC,Cylinder 2 Pressure Sensor Circuit,P,en,1,p_codes
P03A0,GENERIC,Cylinder 2 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P03A1,GENERIC,Cylinder 2 Pressure Sensor Circuit Low,P,en,1,p_codes
P03A2,GENERIC,Cylinder 2 Pressure Sensor Circuit High,P,en,1,p_codes
P03A3,GENERIC,Cylinder 2 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P03A4,GENERIC,Cylinder 2 Pressure Too Low,P,en,1,p_codes
P03A5,GENERIC,Cylinder 2 Pressure Too High,P,en,1,p_codes
P03A6,GENERIC,Cylinder 2 Pressure Variation Low,P,en,1,p_codes
P03A7,GENERIC,Cylinder 2 Pressure Variation High,P,en,1,p_codes
P03A8,GENERIC,Cylinder 2 Combustion Performance,P,en,1,p_codes
P03A9,GENERIC,Cylinder 3 Pressure Sensor Circuit,P,en,1,p_codes
P03AA,GENERIC,Cylinder 3 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P03AB,GENERIC,Cylinder 3 Pressure Sensor Circuit Low,P,en,1,p_codes
P03AC,GENERIC,Cylinder 3 Pressure Sensor Circuit High,P,en,1,p_codes
P03AD,GENERIC,Cylinder 3 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P03AE,GENERIC,Cylinder 3 Pressure Too Low,P,en,1,p_codes
P03AF,GENERIC,Cylinder 3 Pressure Too High,P,en,1,p_codes
P03B0,GENERIC,Cylinder 3 Pressure Variation Low,P,en,1,p_codes
P03B1,GENERIC,Cylinder 3 Pressure Variation High,P,en,1,p_codes
P03B2,GENERIC,Cylinder 3 Combustion Performance,P,en,1,p_codes
P03B3,GENERIC,Cylinder 4 Pressure Sensor Circuit,P,en,1,p_codes
P03B4,GENERIC,Cylinder 4 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P03B5,GENERIC,Cylinder 4 Pressure Sensor Circuit Low,P,en,1,p_codes
P03B6,GENERIC,Cylinder 4 Pressure Sensor Circuit High,P,en,1,p_codes
P03B7,GENERIC,Cylinder 4 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P03B8,GENERIC,Cylinder 4 Pressure Too Low,P,en,1,p_codes
P03B9,GENERIC,Cylinder 4 Pressure Too High,P,en,1,p_codes
P03BA,GENERIC,Cylinder 4 Pressure Variation Low,P,en,1,p_codes
P03BB,GENERIC,Cylinder 4 Pressure Variation High,P,en,1,p_codes
P03BC,GENERIC,Cylinder 4 Combustion Performance,P,en,1,p_codes
P03BD,GENERIC,Cylinder 5 Pressure Sensor Circuit,P,en,1,p_codes
P03BE,GENERIC,Cylinder 5 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P03BF,GENERIC,Cylinder 5 Pressure Sensor Circuit Low,P,en,1,p_codes
P03C0,GENERIC,Cylinder 5 Pressure Sensor Circuit High,P,en,1,p_codes
P03C1,GENERIC,Cylinder 5 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P03C2,GENERIC,Cylinder 5 Pressure Too Low,P,en,1,p_codes
P03C3,GENERIC,Cylinder 5 Pressure Too High,P,en,1,p_codes
P03C4,GENERIC,Cylinder 5 Pressure Variation Low,P,en,1,p_codes
P03C5,GENERIC,Cylinder 5 Pressure Variation High,P,en,1,p_codes
P03C6,GENERIC,Cylinder 5 Combustion Performance,P,en,1,p_codes
P03C7,GENERIC,Cylinder 6 Pressure Sensor Circuit,P,en,1,p_codes
P03C8,GENERIC,Cylinder 6 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P03C9,GENERIC,Cylinder 6 Pressure Sensor Circuit Low,P,en,1,p_codes
P03CA,GENERIC,Cylinder 6 Pressure Sensor Circuit High,P,en,1,p_codes
P03CB,GENERIC,Cylinder 6 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P03CC,GENERIC,Cylinder 6 Pressure Too Low,P,en,1,p_codes
P03CD,GENERIC,Cylinder 6 Pressure Too High,P,en,1,p_codes
P03CE,GENERIC,Cylinder 6 Pressure Variation Low,P,en,1,p_codes
P03CF,GENERIC,Cylinder 6 Pressure Variation High,P,en,1,p_codes
P03D0,GENERIC,Cylinder 6 Combustion Performance,P,en,1,p_codes
P03D1,GENERIC,Cylinder 7 Pressure Sensor Circuit,P,en,1,p_codes
P03D2,GENERIC,Cylinder 7 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P03D3,GENERIC,Cylinder 7 Pressure Sensor Circuit Low,P,en,1,p_codes
P03D4,GENERIC,Cylinder 7 Pressure Sensor Circuit High,P,en,1,p_codes
P03D5,GENERIC,Cylinder 7 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P03D6,GENERIC,Cylinder 7 Pressure Too Low,P,en,1,p_codes
P03D7,GENERIC,Cylinder 7 Pressure Too High,P,en,1,p_codes
P03D8,GENERIC,Cylinder 7 Pressure Variation Low,P,en,1,p_codes
P03D9,GENERIC,Cylinder 7 Pressure Variation High,P,en,1,p_codes
P03DA,GENERIC,Cylinder 7 Combustion Performance,P,en,1,p_codes
P03DB,GENERIC,Cylinder 8 Pressure Sensor Circuit,P,en,1,p_codes
P03DC,GENERIC,Cylinder 8 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P03DD,GENERIC,Cylinder 8 Pressure Sensor Circuit Low,P,en,1,p_codes
P03DE,GENERIC,Cylinder 8 Pressure Sensor Circuit High,P,en,1,p_codes
P03DF,GENERIC,Cylinder 8 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P03E0,GENERIC,Cylinder 8 Pressure Too Low,P,en,1,p_codes
P03E1,GENERIC,Cylinder 8 Pressure Too High,P,en,1,p_codes
P03E2,GENERIC,Cylinder 8 Pressure Variation Low,P,en,1,p_codes
P03E3,GENERIC,Cylinder 8 Pressure Variation High,P,en,1,p_codes
P03E4,GENERIC,Cylinder 8 Combustion Performance,P,en,1,p_codes
P03E5,GENERIC,A Camshaft Position Actuator Position Sensor C Circuit Bank 1,P,en,1,p_codes
P03E6,GENERIC,A Camshaft Position Actuator Position Sensor C Range/Performance Bank 1,P,en,1,p_codes
P03E7,GENERIC,A Camshaft Position Actuator Position Sensor C Circuit Low Bank 1,P,en,1,p_codes
P03E8,GENERIC,A Camshaft Position Actuator Position Sensor C Circuit High Bank 1,P,en,1,p_codes
P03E9,GENERIC,A Camshaft Profile Actuator Position Sensor A Exceeded Learning Limit,P,en,1,p_codes
P03EA,GENERIC,A Camshaft Profile Actuator Position Sensor B Exceeded Learning Limit,P,en,1,p_codes
P03EB,GENERIC,A Camshaft Profile Actuator Position Sensor C Exceeded Learning Limit,P,en,1,p_codes
P03EC,GENERIC,A Camshaft Profile Actuator C Control Circuit/Open Bank 1,P,en,1,p_codes
P03ED,GENERIC,A Camshaft Profile Actuator C Control Circuit Low Bank 1,P,en,1,p_codes
P03EE,GENERIC,A Camshaft Profile Actuator C Control Circuit High Bank 1,P,en,1,p_codes
P03EF,GENERIC,A Camshaft Profile Actuator C Control Performance/Stuck Off Bank 1,P,en,1,p_codes
P03F0,GENERIC,A Camshaft Profile Actuator C Control Stuck On Bank 1,P,en,1,p_codes
P03F1,GENERIC,B Camshaft Profile Actuator C Control Circuit/Open Bank 1,P,en,1,p_codes
P03F2,GENERIC,B Camshaft Profile Actuator C Control Circuit Low Bank 1,P,en,1,p_codes
P03F3,GENERIC,B Camshaft Profile Actuator C Control Circuit High Bank 1,P,en,1,p_codes
P03F4,GENERIC,B Camshaft Profile Actuator C Control Performance/Stuck Off Bank 1,P,en,1,p_codes
P03F5,GENERIC,B Camshaft Profile Actuator C Control Stuck On Bank 1,P,en,1,p_codes
P03F6,GENERIC,B Camshaft Position Actuator Position Sensor C Circuit Bank 1,P,en,1,p_codes
P03F7,GENERIC,B Camshaft Position Actuator Position Sensor C Range/Performance Bank 1,P,en,1,p_codes
P03F8,GENERIC,B Camshaft Position Actuator Position Sensor C Circuit Low Bank 1,P,en,1,p_codes
P03F9,GENERIC,B Camshaft Position Actuator Position Sensor C Circuit High Bank 1,P,en,1,p_codes
P03FA,GENERIC,Ignition K Control Signal Circuit/Open,P,en,1,p_codes
P03FB,GENERIC,Ignition K Control Signal Circuit Low,P,en,1,p_codes
P03FC,GENERIC,Ignition K Control Signal Circuit High,P,en,1,p_codes
P03FD,GENERIC,Ignition L Control Signal Circuit/Open,P,en,1,p_codes
P03FE,GENERIC,Ignition L Control Signal Circuit Low,P,en,1,p_codes
P03FF,GENERIC,Ignition L Control Signal Circuit High,P,en,1,p_codes
P0400,GENERIC,EGR A Flow,P,en,1,p_codes
P0401,GENERIC,EGR A Flow Insufficient Detected,P,en,1,p_codes
P0402,GENERIC,EGR A Flow Excessive Detected,P,en,1,p_codes
P0403,GENERIC,EGR A Control Circuit/Open,P,en,1,p_codes
P0404,GENERIC,EGR A Control Circuit Range/Performance,P,en,1,p_codes
P0405,GENERIC,EGR Sensor A Circuit Low,P,en,1,p_codes
P0406,GENERIC,EGR Sensor A Circuit High,P,en,1,p_codes
P0407,GENERIC,EGR Sensor B Circuit Low,P,en,1,p_codes
P0408,GENERIC,EGR Sensor B Circuit High,P,en,1,p_codes
P0409,GENERIC,EGR Sensor A Circuit,P,en,1,p_codes
P040A,GENERIC,EGR Temperature Sensor A Circuit,P,en,1,p_codes
P040B,GENERIC,EGR Temperature Sensor A Circuit Range/Performance,P,en,1,p_codes
P040C,GENERIC,EGR Temperature Sensor A Circuit Low,P,en,1,p_codes
P040D,GENERIC,EGR Temperature Sensor A Circuit High,P,en,1,p_codes
P040E,GENERIC,EGR Temperature Sensor A Circuit Intermittent/Erratic,P,en,1,p_codes
P040F,GENERIC,EGR Temperature Sensor A/B Correlation,P,en,1,p_codes
P0410,GENERIC,AIR System A,P,en,1,p_codes
P0411,GENERIC,AIR System A Incorrect Flow Detected,P,en,1,p_codes
P0412,GENERIC,AIR System Switching Valve A Circuit,P,en,1,p_codes
P0413,GENERIC,AIR System Switching Valve A Circuit Open,P,en,1,p_codes
P0414,GENERIC,AIR System Switching Valve A Circuit Shorted,P,en,1,p_codes
P0415,GENERIC,AIR System Switching Valve B Circuit,P,en,1,p_codes
P0416,GENERIC,AIR System Switching Valve B Circuit Open,P,en,1,p_codes
P0417,GENERIC,AIR System Switching Valve B Circuit Shorted,P,en,1,p_codes
P0418,GENERIC,AIR System Control A Circuit,P,en,1,p_codes
P0419,GENERIC,AIR System Control B Circuit,P,en,1,p_codes
P041A,GENERIC,EGR Temperature Sensor B Circuit,P,en,1,p_codes
P041B,GENERIC,EGR Temperature Sensor B Circuit Range/Performance,P,en,1,p_codes
P041C,GENERIC,EGR Temperature Sensor B Circuit Low,P,en,1,p_codes
P041D,GENERIC,EGR Temperature Sensor B Circuit High,P,en,1,p_codes
P041E,GENERIC,EGR Temperature Sensor B Circuit Intermittent/Erratic,P,en,1,p_codes
P041F,GENERIC,AIR System Switching Valve A Circuit Low,P,en,1,p_codes
P0420,GENERIC,Catalyst System Efficiency Below Threshold Bank 1,P,en,1,p_codes
P0421,GENERIC,Catalyst 1 Efficiency Below Threshold Bank 1,P,en,1,p_codes
P0422,GENERIC,Catalyst 2 Efficiency Below Threshold Bank 1,P,en,1,p_codes
P0423,GENERIC,Heated Catalyst Efficiency Below Threshold Bank 1,P,en,1,p_codes
P0424,GENERIC,Heated Catalyst Temperature Below Threshold Bank 1,P,en,1,p_codes
P0425,GENERIC,Catalyst Temperature Sensor Circuit Bank 1 Sensor 1,P,en,1,p_codes
P0426,GENERIC,Catalyst Temperature Sensor Circuit Range/Performance Bank 1 Sensor 1,P,en,1,p_codes
P0427,GENERIC,Catalyst Temperature Sensor Circuit Low Bank 1 Sensor 1,P,en,1,p_codes
P0428,GENERIC,Catalyst Temperature Sensor Circuit High Bank 1 Sensor 1,P,en,1,p_codes
P0429,GENERIC,Catalyst Heater Control Circuit/Open Bank 1,P,en,1,p_codes
P042A,GENERIC,Catalyst Temperature Sensor Circuit Bank 1 Sensor 2,P,en,1,p_codes
P042B,GENERIC,Catalyst Temperature Sensor Circuit Range/Performance Bank 1 Sensor 2,P,en,1,p_codes
P042C,GENERIC,Catalyst Temperature Sensor Circuit Low Bank 1 Sensor 2,P,en,1,p_codes
P042D,GENERIC,Catalyst Temperature Sensor Circuit High Bank 1 Sensor 2,P,en,1,p_codes
P042E,GENERIC,EGR A Control Stuck Open,P,en,1,p_codes
P042F,GENERIC,EGR A Control Stuck Closed,P,en,1,p_codes
P0430,GENERIC,Catalyst System Efficiency Below Threshold Bank 2,P,en,1,p_codes
P0431,GENERIC,Catalyst 1 Efficiency Below Threshold Bank 2,P,en,1,p_codes
